year,GEOID,tot_units,tot_vac_units,pct_vac,tot_occ_units,renter_occ_units,pct_rent,tot_pop_rou,med_hh_inc_rou,med_hh_inc_rou_2020_adj,med_yr_blt_rou,med_yr_moved_in_rou,med_gross_rent,med_gross_rent_2020_adj,med_rent_burden,tot_college_degree_rou,pct_college_deg_rou,tot_wh_rou,pct_wh_rou,tot_bl_rou,pct_bl_rou,tot_asn_rou,pct_asn_rou,tot_ltx_rou,pct_ltx_rou,tot_hh,tot_hh_pov,pct_pov
2017,11219,27560,2320,0.09,25240,18538,0.73,68957,30909,32635,1939,2008,1342,1417,48.9,3223,0.17,11097,0.6,310,0.02,3903,0.21,3136,0.17,25240,7864,0.31
2018,11219,27060,2630,0.11,24430,17743,0.73,65372,31839,32816,1940,2009,1394,1437,48.6,3207,0.18,10589,0.6,268,0.02,3746,0.21,3038,0.17,24430,7524,0.31
2019,11219,26951,2726,0.11,24225,17594,0.73,64491,33931,34350,1943,2010,1433,1451,46.7,3270,0.19,10180,0.58,272,0.02,3527,0.2,3428,0.19,24225,7215,0.3
2020,11219,26843,2972,0.12,23871,17708,0.74,64562,34512,34512,1943,2011,1452,1452,44.5,3334,0.19,10149,0.57,296,0.02,3498,0.2,3551,0.2,23871,7224,0.3
2012,11220,32318,2083,0.07,30235,22981,0.76,74720,31938,36002,1939,2004,1123,1266,36,4068,0.18,4356,0.19,993,0.04,7777,0.34,10031,0.44,30235,8483,0.28
2013,11220,32237,2195,0.07,30042,22759,0.76,77310,32134,35700,1939,2004,1155,1283,36.6,3876,0.17,4018,0.18,785,0.03,7692,0.34,10349,0.45,30042,8814,0.29
2014,11220,31950,2328,0.08,29622,22464,0.76,76445,31888,34861,1939,2005,1184,1294,37.8,3809,0.17,3922,0.17,713,0.03,7695,0.34,10189,0.45,29622,8915,0.3
2015,11220,31817,2418,0.08,29399,22625,0.77,79378,33291,36352,1939,2007,1213,1325,38.2,4010,0.18,3679,0.16,687,0.03,8046,0.36,10155,0.45,29399,8889,0.3
2016,11220,31097,2146,0.07,28951,22084,0.76,77956,35397,38170,1939,2008,1262,1361,39,4111,0.19,3605,0.16,684,0.03,7754,0.35,9969,0.45,28951,8807,0.3
2017,11220,30849,2083,0.07,28766,21476,0.75,76232,37649,39752,1939,2009,1304,1377,37.4,3988,0.19,3585,0.17,671,0.03,7382,0.34,9771,0.45,28766,8273,0.29
2018,11220,30370,2287,0.08,28083,20781,0.74,72095,41443,42715,0,2010,1355,1397,36,4244,0.2,3551,0.17,709,0.03,7222,0.35,9259,0.45,28083,7685,0.27
2019,11220,29894,2257,0.08,27637,20203,0.73,68830,43545,44082,0,2010,1399,1416,35.3,4276,0.21,3387,0.17,827,0.04,6856,0.34,9069,0.45,27637,7055,0.26
2020,11220,30135,2286,0.08,27849,20223,0.73,66086,50166,50166,0,2011,1452,1452,33.6,5038,0.25,3817,0.19,899,0.04,6539,0.32,9042,0.45,27849,6523,0.23
2012,11221,32430,4795,0.17,27635,21977,0.8,59196,29050,32747,1939,2004,1086,1224,34.6,3395,0.15,1549,0.07,12252,0.56,472,0.02,8499,0.39,27635,7550,0.27
2013,11221,32394,4591,0.17,27803,22177,0.8,61380,31247,34715,1939,2005,1118,1242,34.4,3525,0.16,1760,0.08,12607,0.57,574,0.03,8416,0.38,27803,7323,0.26
2014,11221,32935,4141,0.14,28794,22845,0.79,62395,31633,34583,1939,2006,1135,1241,34.7,4341,0.19,2064,0.09,12806,0.56,588,0.03,8718,0.38,28794,7689,0.27
2015,11221,33376,4458,0.15,28918,23045,0.8,61797,33524,36607,1939,2007,1160,1267,34.3,4823,0.21,2602,0.11,12867,0.56,521,0.02,8731,0.38,28918,7678,0.27
2016,11221,33614,4044,0.14,29570,23251,0.79,61807,37301,40223,1939,2009,1254,1352,34.6,5537,0.24,3244,0.14,12590,0.54,647,0.03,8441,0.36,29570,7821,0.26
2017,11221,33855,4037,0.14,29818,23258,0.78,61778,40075,42313,1939,2010,1290,1362,33.5,6187,0.27,3843,0.17,11868,0.51,682,0.03,8304,0.36,29818,7351,0.25
2018,11221,34797,3926,0.13,30871,24225,0.78,60667,42211,43506,0,2011,1372,1414,33.4,7363,0.3,4646,0.19,11431,0.47,688,0.03,8294,0.34,30871,7419,0.24
2019,11221,35362,3865,0.12,31497,24469,0.78,59669,49468,50078,0,2012,1473,1491,32.2,7744,0.32,5262,0.22,10756,0.44,854,0.03,7959,0.33,31497,6907,0.22
2020,11221,36147,3080,0.09,33067,26087,0.79,62441,56445,56445,0,2013,1587,1587,31.1,9264,0.36,6104,0.23,10871,0.42,1032,0.04,8236,0.32,33067,7123,0.22
2012,11222,18387,2231,0.14,16156,12990,0.8,26086,60625,68340,1939,2004,1359,1532,28,6797,0.52,10118,0.78,297,0.02,599,0.05,1676,0.13,16156,1977,0.12
2013,11222,18500,2105,0.13,16395,13169,0.8,26633,61501,68327,1939,2004,1436,1595,28.3,7105,0.54,10298,0.78,277,0.02,670,0.05,1700,0.13,16395,2282,0.14
2014,11222,18614,1952,0.12,16662,13201,0.79,26266,64566,70587,1939,2006,1565,1711,28.4,7525,0.57,10248,0.78,449,0.03,576,0.04,1674,0.13,16662,2197,0.13
2015,11222,18317,1628,0.1,16689,13259,0.79,26771,71399,77964,1939,2007,1670,1824,27.5,7950,0.6,10389,0.78,379,0.03,581,0.04,1575,0.12,16689,2166,0.13
2016,11222,18312,1254,0.07,17058,13601,0.8,26868,72332,77999,1939,2010,1781,1921,28.2,8253,0.61,10593,0.78,396,0.03,631,0.05,1680,0.12,17058,2179,0.13
2017,11222,18689,1181,0.07,17508,14202,0.81,28230,76810,81100,1939,2011,1843,1946,28.4,8455,0.6,10787,0.76,510,0.04,591,0.04,2029,0.14,17508,2355,0.13
2018,11222,18656,1400,0.08,17256,14165,0.82,27923,84001,86578,0,2011,1966,2026,27.1,8884,0.63,10701,0.76,583,0.04,555,0.04,2047,0.14,17256,1933,0.11
2019,11222,18822,1376,0.08,17446,14405,0.83,28279,90294,91408,0,2013,2052,2077,24.9,9109,0.63,10982,0.76,435,0.03,623,0.04,2065,0.14,17446,1923,0.11
2020,11222,19390,1449,0.08,17941,14845,0.83,28591,93147,93147,0,2014,2129,2129,24.8,9466,0.64,11146,0.75,513,0.03,700,0.05,2035,0.14,17941,1919,0.11
2012,11223,29194,2221,0.08,26973,16180,0.6,39803,32591,36738,1941,2002,1019,1149,33.3,3676,0.23,10321,0.64,963,0.06,2445,0.15,2293,0.14,26973,4543,0.17
2013,11223,29397,2347,0.09,27050,16576,0.61,40081,31302,34776,1941,2003,1077,1197,34.5,4301,0.26,10700,0.65,990,0.06,2470,0.15,2303,0.14,27050,5011,0.19
2014,11223,29833,2550,0.09,27283,17024,0.62,42983,31672,34625,1941,2004,1120,1224,36,4921,0.29,10792,0.63,1053,0.06,2550,0.15,2517,0.15,27283,5769,0.21
2015,11223,29772,2240,0.08,27532,17624,0.64,46971,33685,36782,1941,2006,1172,1280,35.2,5586,0.32,10763,0.61,1179,0.07,2747,0.16,2847,0.16,27532,5941,0.22
2016,11223,29745,2372,0.09,27373,17848,0.65,47873,34814,37542,1939,2007,1211,1306,34.5,6006,0.34,11117,0.62,1108,0.06,2512,0.14,2917,0.16,27373,6194,0.23
2017,11223,30075,2548,0.09,27527,17775,0.65,47844,34521,36449,1941,2008,1267,1338,35.3,5941,0.33,10815,0.61,1302,0.07,2416,0.14,3053,0.17,27527,6181,0.22
2018,11223,30438,2480,0.09,27958,17994,0.64,49046,36866,37997,0,2009,1318,1358,34.9,6035,0.34,10353,0.58,1421,0.08,2484,0.14,3454,0.19,27958,6282,0.22
2019,11223,30130,2179,0.08,27951,17891,0.64,48017,38684,39161,1941,2010,1349,1366,34.3,6248,0.35,10314,0.58,1428,0.08,2647,0.15,3052,0.17,27951,5888,0.21
2020,11223,29897,2188,0.08,27709,17394,0.63,46496,40102,40102,1942,2011,1379,1379,34.5,5934,0.34,9736,0.56,1454,0.08,2604,0.15,2957,0.17,27709,5698,0.21
2012,11224,19855,1380,0.07,18475,13599,0.74,30412,24447,27558,1966,1998,729,822,31.4,3259,0.24,7617,0.56,3582,0.26,320,0.02,2186,0.16,18475,5167,0.28
2013,11224,19789,1655,0.09,18134,13043,0.72,28617,20822,23133,1966,1999,741,823,32.7,3482,0.27,7358,0.56,3467,0.27,339,0.03,1938,0.15,18134,5733,0.32
2014,11224,19979,1826,0.1,18153,12736,0.7,28298,20049,21919,1966,2000,732,800,33.2,3418,0.27,7020,0.55,3128,0.25,302,0.02,2278,0.18,18153,5958,0.33
2015,11224,19901,1837,0.1,18064,12932,0.72,29487,20533,22421,1966,2000,701,765,32.6,3663,0.28,6913,0.53,3300,0.26,344,0.03,2369,0.18,18064,5946,0.33
2016,11224,20046,1889,0.1,18157,13080,0.72,29985,22383,24137,1966,2002,744,802,31.4,3946,0.3,6943,0.53,3415,0.26,318,0.02,2358,0.18,18157,5579,0.31
2017,11224,20250,1699,0.09,18551,13306,0.72,30759,22262,23505,1966,2003,762,805,32.4,4068,0.31,7102,0.53,3428,0.26,299,0.02,2517,0.19,18551,5703,0.31
2018,11224,20334,1609,0.09,18725,13522,0.72,32437,24384,25132,1965,2004,822,847,32.2,4285,0.32,7061,0.52,3414,0.25,354,0.03,2716,0.2,18725,5611,0.3
2019,11224,20367,1437,0.08,18930,14059,0.74,32235,23777,24070,1965,2005,847,857,32.6,4920,0.35,7572,0.54,3374,0.24,507,0.04,2597,0.18,18930,5938,0.31
2020,11224,20584,1312,0.07,19272,13467,0.7,29667,25239,25239,1965,2006,865,865,32.9,4693,0.35,7037,0.52,3223,0.24,468,0.03,2654,0.2,19272,6010,0.31
2012,11225,24772,1666,0.07,23106,19746,0.85,48842,36985,41692,1939,2001,1073,1210,34.8,4934,0.25,2199,0.11,15250,0.77,384,0.02,2102,0.11,23106,4706,0.2
2013,11225,24419,1820,0.08,22599,19299,0.85,47692,39730,44139,1939,2002,1131,1257,34.2,5470,0.28,2637,0.14,14665,0.76,390,0.02,1957,0.1,22599,4642,0.21
2014,11225,24416,1626,0.07,22790,19475,0.85,48528,40814,44620,1939,2003,1183,1293,34.7,6217,0.32,3116,0.16,14482,0.74,410,0.02,1773,0.09,22790,4529,0.2
2015,11225,24842,1709,0.07,23133,19860,0.86,49420,41351,45153,1939,2005,1206,1317,34.4,6498,0.33,3395,0.17,13939,0.7,626,0.03,2189,0.11,23133,4289,0.19
2016,11225,25069,1588,0.07,23481,20105,0.86,49385,44414,47894,1939,2006,1261,1360,33.3,7069,0.35,3821,0.19,13871,0.69,638,0.03,2103,0.1,23481,4230,0.18
2017,11225,24966,1504,0.06,23462,19858,0.85,48516,47221,49859,1939,2007,1311,1384,32.6,7593,0.38,4426,0.22,13192,0.66,712,0.04,1837,0.09,23462,4004,0.17
2018,11225,25461,1356,0.06,24105,20328,0.84,47612,50675,52230,0,2009,1395,1438,32.2,7905,0.39,4776,0.23,13010,0.64,693,0.03,1906,0.09,24105,4047,0.17
2019,11225,25749,1613,0.07,24136,20255,0.84,46068,54264,54933,0,2010,1444,1462,31.4,8017,0.4,4883,0.24,12575,0.62,798,0.04,2027,0.1,24136,3889,0.16
2020,11225,25651,1474,0.06,24177,19745,0.82,43323,59125,59125,0,2010,1488,1488,30.9,8083,0.41,5027,0.25,12142,0.61,623,0.03,2145,0.11,24177,3321,0.14
2012,11226,39256,3122,0.09,36134,31913,0.88,83374,36589,41245,1939,2002,1100,1240,35,5993,0.19,2052,0.06,24867,0.78,862,0.03,5109,0.16,36134,7573,0.21
2013,11226,39097,3546,0.1,35551,31004,0.87,81892,37113,41232,1939,2002,1123,1248,34.5,6462,0.21,2076,0.07,24264,0.78,885,0.03,4396,0.14,35551,7687,0.22
2014,11226,39474,3476,0.1,35998,31336,0.87,81711,39122,42770,1939,2003,1164,1273,34.5,7071,0.23,2201,0.07,23705,0.76,899,0.03,4934,0.16,35998,7315,0.2
2015,11226,39457,3448,0.1,36009,31478,0.87,83405,40358,44069,1939,2004,1197,1307,34.1,7830,0.25,2850,0.09,23246,0.74,851,0.03,4872,0.15,36009,6784,0.19
2016,11226,40002,3603,0.1,36399,31716,0.87,85676,41364,44605,1939,2005,1242,1339,33.8,8290,0.26,3239,0.1,22892,0.72,836,0.03,5052,0.16,36399,6713,0.18
2017,11226,40343,3666,0.1,36677,31995,0.87,86629,43464,45892,1939,2006,1312,1385,34.1,8936,0.28,3708,0.12,22351,0.7,895,0.03,5245,0.16,36677,6943,0.19
2018,11226,40323,3590,0.1,36733,32169,0.88,84783,47952,49423,0,2007,1365,1407,33.3,9450,0.29,4243,0.13,22149,0.69,710,0.02,5197,0.16,36733,6476,0.18
2019,11226,40961,3770,0.1,37191,32377,0.87,84033,53204,53860,0,2009,1425,1443,32.2,10118,0.31,4722,0.15,21966,0.68,860,0.03,4854,0.15,37191,6035,0.16
2020,11226,40989,3506,0.09,37483,32752,0.87,81505,56036,56036,0,2010,1458,1458,31.9,10588,0.32,4931,0.15,21691,0.66,914,0.03,4749,0.14,37483,5731,0.15
2012,11228,16261,1326,0.09,14935,6356,0.43,17234,49917,56269,1939,2004,1224,1380,29.3,1489,0.23,4118,0.65,143,0.02,1163,0.18,979,0.15,14935,1470,0.1
2013,11228,16414,1258,0.08,15156,6315,0.42,17167,50656,56278,1939,2005,1241,1379,29.7,1648,0.26,4017,0.64,142,0.02,1119,0.18,1080,0.17,15156,1506,0.1
2014,11228,16525,1281,0.08,15244,6547,0.43,17988,50123,54797,1939,2006,1287,1407,30.5,1829,0.28,3957,0.6,94,0.01,1335,0.2,1165,0.18,15244,1793,0.12
2015,11228,16467,1182,0.08,15285,6615,0.43,18534,50004,54602,1939,2007,1316,1437,29.8,1951,0.29,3811,0.58,124,0.02,1378,0.21,1274,0.19,15285,1975,0.13
2016,11228,16309,1044,0.07,15265,6607,0.43,18279,48595,52402,1939,2009,1344,1449,32.8,1840,0.28,3770,0.57,137,0.02,1370,0.21,1268,0.19,15265,2117,0.14
2017,11228,16224,1191,0.08,15033,6551,0.44,17681,45315,47846,1939,2010,1359,1435,35.5,1828,0.28,3681,0.56,111,0.02,1276,0.19,1346,0.21,15033,2068,0.14
2018,11228,16476,1170,0.08,15306,6863,0.45,18804,46653,48084,0,2011,1416,1459,35.6,1938,0.28,3531,0.51,139,0.02,1630,0.24,1392,0.2,15306,2033,0.13
2019,11228,16242,1118,0.07,15124,6770,0.45,18263,50077,50695,0,2011,1469,1487,35.2,2088,0.31,3407,0.5,151,0.02,1648,0.24,1360,0.2,15124,1846,0.12
2020,11228,16614,1141,0.07,15473,6956,0.45,18265,51242,51242,0,2013,1565,1565,34.8,2190,0.31,3513,0.51,176,0.03,1766,0.25,1321,0.19,15473,1743,0.11
2012,11229,32566,1898,0.06,30668,16819,0.55,37463,35628,40162,1948,2002,1064,1199,31.4,5616,0.33,11766,0.7,1452,0.09,1966,0.12,1511,0.09,30668,5249,0.17
2013,11229,32848,1956,0.06,30892,16626,0.54,37671,35967,39959,1949,2003,1092,1213,31.4,5821,0.35,11737,0.71,1419,0.09,1803,0.11,1540,0.09,30892,5198,0.17
2014,11229,33099,2112,0.07,30987,16814,0.54,38556,37528,41027,1948,2004,1131,1236,31.8,5977,0.36,11564,0.69,1800,0.11,1797,0.11,1557,0.09,30987,4992,0.16
2015,11229,32917,2153,0.07,30764,16451,0.53,38636,37226,40649,1948,2005,1160,1267,32.5,5992,0.36,11249,0.68,1598,0.1,1641,0.1,1810,0.11,30764,5384,0.18
2016,11229,33054,2030,0.07,31024,16360,0.53,39233,37039,39941,1947,2006,1205,1299,32.3,6039,0.37,10802,0.66,1709,0.1,1604,0.1,1953,0.12,31024,5381,0.17
2017,11229,33197,2139,0.07,31058,16184,0.52,40443,39353,41551,1946,2007,1253,1323,32.6,6110,0.38,10360,0.64,1711,0.11,1802,0.11,2154,0.13,31058,5158,0.17
2018,11229,33104,2158,0.07,30946,16345,0.53,39739,40587,41832,1944,2009,1319,1359,32.9,5998,0.37,10251,0.63,1784,0.11,1877,0.11,2212,0.14,30946,5199,0.17
2019,11229,33428,2654,0.09,30774,16332,0.53,40217,43738,44278,1944,2010,1374,1391,32.1,5785,0.35,10085,0.62,1736,0.11,2036,0.12,2173,0.13,30774,5002,0.16
2020,11229,33848,2749,0.09,31099,16342,0.53,39259,43756,43756,1945,2010,1388,1388,32.1,5838,0.36,10179,0.62,1676,0.1,2309,0.14,1856,0.11,31099,4977,0.16
2012,11230,32109,2326,0.08,29783,20947,0.7,53517,32578,36724,1942,2002,1149,1295,36.9,7691,0.37,14124,0.67,2292,0.11,1836,0.09,2485,0.12,29783,6874,0.23
2013,11230,31963,2144,0.07,29819,21086,0.71,54249,32679,36306,1944,2003,1179,1310,37.9,7812,0.37,14570,0.69,2012,0.1,1996,0.09,2273,0.11,29819,7013,0.24
2014,11230,32186,1958,0.06,30228,21654,0.72,57246,32609,35650,1944,2004,1229,1344,39.3,7911,0.37,14864,0.69,2023,0.09,2054,0.09,2428,0.11,30228,7653,0.25
2015,11230,32400,1747,0.06,30653,21995,0.72,58623,32231,35195,1944,2005,1245,1359,40.5,8315,0.38,14785,0.67,2138,0.1,2328,0.11,2462,0.11,30653,7897,0.26
2016,11230,32377,1709,0.06,30668,22012,0.72,59086,33256,35862,1944,2006,1275,1375,40.2,8340,0.38,14731,0.67,2209,0.1,2389,0.11,2367,0.11,30668,7798,0.25
2017,11230,32557,1726,0.06,30831,21959,0.71,59904,34332,36250,1944,2007,1308,1381,39.1,8528,0.39,14494,0.66,2121,0.1,2497,0.11,2500,0.11,30831,7964,0.26
2018,11230,32611,2039,0.07,30572,21482,0.7,58097,37860,39022,1943,2008,1360,1402,38.5,8500,0.4,14061,0.65,2119,0.1,2337,0.11,2560,0.12,30572,7323,0.24
2019,11230,32571,2424,0.08,30147,20846,0.69,55260,41191,41699,1944,2010,1397,1414,36.6,8407,0.4,13449,0.65,2265,0.11,2262,0.11,2446,0.12,30147,6646,0.22
2020,11230,33404,2150,0.07,31254,21645,0.69,56579,45555,45555,1944,2011,1440,1440,34.9,9262,0.43,13657,0.63,2376,0.11,2474,0.11,2698,0.12,31254,6448,0.21
2012,11231,16914,1578,0.1,15336,11467,0.75,24408,61863,69735,1939,2003,1497,1688,26.2,5908,0.52,6466,0.56,1669,0.15,459,0.04,2798,0.24,15336,2538,0.17
2013,11231,16499,1506,0.1,14993,11098,0.74,24087,68409,76001,1939,2004,1595,1772,26,5987,0.54,6194,0.56,1657,0.15,480,0.04,2701,0.24,14993,2463,0.16
2014,11231,16516,1241,0.08,15275,11275,0.74,24203,72712,79492,1939,2006,1629,1781,25.6,6138,0.54,6211,0.55,1777,0.16,570,0.05,2670,0.24,15275,2643,0.17
2015,11231,16446,1181,0.08,15265,11171,0.73,24599,71890,78500,1939,2008,1623,1772,25.7,6065,0.54,6194,0.55,1838,0.16,587,0.05,2497,0.22,15265,2606,0.17
2016,11231,16557,1089,0.07,15468,11196,0.72,24982,70929,76486,1939,2009,1666,1797,25.4,5962,0.53,6001,0.54,1726,0.15,668,0.06,2703,0.24,15468,2539,0.16
2017,11231,16738,1176,0.08,15562,10921,0.7,24848,72583,76637,1939,2010,1745,1842,25,5852,0.54,5780,0.53,1789,0.16,728,0.07,2612,0.24,15562,2618,0.17
2018,11231,16878,1176,0.07,15702,10783,0.69,24017,70400,72560,0,2011,1749,1803,25,5705,0.53,5572,0.52,1883,0.17,730,0.07,2439,0.23,15702,2855,0.18
2019,11231,16965,1307,0.08,15658,10615,0.68,23781,71209,72087,0,2011,1805,1827,25.4,5693,0.54,5486,0.52,2042,0.19,678,0.06,2243,0.21,15658,2719,0.17
2020,11231,17230,1359,0.09,15871,10716,0.68,23499,76407,76407,0,2012,1951,1951,24.8,6320,0.59,5547,0.52,1964,0.18,604,0.06,2297,0.21,15871,2709,0.17
2012,11232,9539,657,0.07,8882,6941,0.78,21207,36970,41675,1939,2004,1225,1381,37.8,1862,0.27,1510,0.22,342,0.05,831,0.12,4203,0.61,8882,2149,0.24
2013,11232,9502,678,0.08,8824,6802,0.77,20998,38970,43295,1939,2004,1245,1383,37,1841,0.27,1379,0.2,322,0.05,958,0.14,4018,0.59,8824,2062,0.23
2014,11232,9447,747,0.09,8700,6696,0.77,21486,40163,43908,1939,2006,1335,1459,37.2,1735,0.26,1370,0.2,260,0.04,830,0.12,4129,0.62,8700,2021,0.23
2015,11232,9382,598,0.07,8784,6770,0.77,21190,39207,42812,1939,2007,1329,1451,38.8,1738,0.26,1456,0.22,315,0.05,891,0.13,4010,0.59,8784,2160,0.25
2016,11232,9387,460,0.05,8927,6737,0.75,20625,42756,46106,1939,2009,1357,1463,37.2,1937,0.29,1516,0.23,288,0.04,1099,0.16,3765,0.56,8927,2158,0.24
2017,11232,9278,470,0.05,8808,6538,0.74,19913,46794,49408,1939,2010,1430,1510,35.6,2099,0.32,1660,0.25,272,0.04,1045,0.16,3441,0.53,8808,2014,0.23
2018,11232,9287,475,0.05,8812,6590,0.75,18999,49880,51410,0,2011,1492,1538,34.1,2241,0.34,1899,0.29,310,0.05,980,0.15,3317,0.5,8812,1799,0.2
2019,11232,9344,584,0.07,8760,6568,0.75,18233,53284,53941,0,2011,1561,1580,32.8,2247,0.34,1860,0.28,375,0.06,950,0.14,3324,0.51,8760,1654,0.19
2020,11232,9635,699,0.08,8936,6924,0.77,18576,69886,69886,0,2013,1715,1715,30.5,2659,0.38,1957,0.28,490,0.07,840,0.12,3556,0.51,8936,1368,0.15
2012,11233,29988,4045,0.16,25943,19915,0.77,47857,26619,30006,1945,2004,1016,1145,35.1,3131,0.16,465,0.02,16687,0.84,224,0.01,3113,0.16,25943,7887,0.3
2013,11233,29977,3847,0.15,26130,20035,0.77,48340,26404,29334,1946,2004,1031,1145,35.4,3296,0.16,581,0.03,16985,0.85,260,0.01,2827,0.14,26130,8069,0.31
2014,11233,30293,3881,0.15,26412,20445,0.77,50028,27153,29685,1948,2005,1053,1151,36.1,3622,0.18,673,0.03,17053,0.83,352,0.02,3053,0.15,26412,7880,0.3
2015,11233,30899,3912,0.14,26987,20867,0.77,50963,27185,29685,1945,2007,1075,1174,36.1,3614,0.17,897,0.04,17044,0.82,283,0.01,3392,0.16,26987,8332,0.31
2016,11233,31129,3406,0.12,27723,21534,0.78,51616,28972,31242,1939,2008,1114,1201,34.9,4293,0.2,1145,0.05,17381,0.81,296,0.01,3492,0.16,27723,8002,0.29
2017,11233,31542,3118,0.11,28424,22156,0.78,53627,30050,31728,1939,2009,1137,1201,35.1,4798,0.22,1378,0.06,17555,0.79,312,0.01,3589,0.16,28424,8396,0.3
2018,11233,32088,2743,0.09,29345,22688,0.77,54368,32331,33323,0,2010,1175,1211,34.4,5109,0.23,1564,0.07,17778,0.78,315,0.01,3811,0.17,29345,8142,0.28
2019,11233,32997,2430,0.08,30567,23627,0.77,56075,35478,35916,0,2011,1260,1276,33.2,5616,0.24,2059,0.09,18238,0.77,341,0.01,3742,0.16,30567,8138,0.27
2020,11233,33791,1980,0.06,31811,24712,0.78,56769,38012,38012,0,2012,1308,1308,33.1,6476,0.26,2481,0.1,18410,0.74,505,0.02,3964,0.16,31811,8169,0.26
2012,11234,34053,2049,0.06,32004,10413,0.33,27511,41145,46381,1954,2004,1211,1365,31.1,2449,0.24,3761,0.36,5600,0.54,194,0.02,1082,0.1,32004,3057,0.1
2013,11234,34089,2100,0.07,31989,10535,0.33,27584,41866,46512,1954,2004,1226,1362,31.4,2598,0.25,3769,0.36,5642,0.54,223,0.02,1128,0.11,31989,3167,0.1
2014,11234,34479,2165,0.07,32314,10635,0.33,27488,41367,45224,1955,2005,1277,1396,32.6,2617,0.25,3659,0.34,5809,0.55,276,0.03,1181,0.11,32314,3242,0.1
2015,11234,34442,2257,0.07,32185,10857,0.34,28459,42382,46279,1957,2006,1299,1418,32.5,2680,0.25,3563,0.33,6072,0.56,312,0.03,1221,0.11,32185,3144,0.1
2016,11234,34093,2043,0.06,32050,10650,0.33,28167,44466,47950,1956,2007,1336,1441,32.4,2920,0.27,3465,0.33,5807,0.55,314,0.03,1506,0.14,32050,3154,0.1
2017,11234,34111,2185,0.07,31926,10248,0.32,28087,50713,53546,1956,2008,1384,1461,30.4,2886,0.28,3192,0.31,5668,0.55,320,0.03,1384,0.14,31926,3092,0.1
2018,11234,33947,2112,0.07,31835,10186,0.32,27737,52019,53615,1955,2009,1448,1492,31.1,2794,0.27,2954,0.29,5717,0.56,376,0.04,1348,0.13,31835,2812,0.09
2019,11234,33959,2216,0.07,31743,10362,0.33,28143,53650,54312,1955,2010,1508,1527,30.5,3100,0.3,2918,0.28,5854,0.56,424,0.04,1390,0.13,31743,2675,0.08
2020,11234,34496,2269,0.07,32227,10329,0.32,26680,51914,51914,1955,2011,1522,1522,31,3069,0.3,2993,0.29,5551,0.54,375,0.04,1375,0.13,32227,2772,0.09
2012,11235,34276,3219,0.1,31057,18950,0.61,40573,27151,30606,1951,2003,1080,1217,34.8,7089,0.37,15331,0.81,551,0.03,1155,0.06,1877,0.1,31057,7276,0.23
2013,11235,35020,3062,0.1,31958,19220,0.6,41312,26517,29460,1951,2004,1112,1235,37,7098,0.37,15747,0.82,604,0.03,1117,0.06,1785,0.09,31958,7718,0.24
2014,11235,35549,3445,0.11,32104,19189,0.6,42278,26928,29439,1951,2004,1136,1242,36.4,7196,0.38,15725,0.82,526,0.03,1208,0.06,1646,0.09,32104,8063,0.25
2015,11235,35697,3632,0.11,32065,19086,0.6,42470,29579,32299,1951,2005,1161,1268,36.8,7533,0.39,15659,0.82,520,0.03,1243,0.07,1537,0.08,32065,7770,0.24
2016,11235,35643,3222,0.1,32421,19068,0.59,42711,31031,33462,1951,2007,1207,1302,36.5,7461,0.39,15307,0.8,526,0.03,1227,0.06,1710,0.09,32421,7664,0.24
2017,11235,35857,3029,0.09,32828,19396,0.59,44460,32447,34259,1951,2007,1267,1338,36.3,8074,0.42,15600,0.8,517,0.03,1301,0.07,1690,0.09,32828,7293,0.22
2018,11235,35319,3050,0.09,32269,19499,0.6,44243,37054,38191,1952,2009,1321,1362,34.9,8749,0.45,15699,0.81,479,0.02,1341,0.07,1520,0.08,32269,7141,0.22
2019,11235,35130,2792,0.09,32338,19759,0.61,45606,40513,41013,1951,2011,1356,1373,34.4,9659,0.49,15792,0.8,432,0.02,1394,0.07,1502,0.08,32338,6553,0.2
2020,11235,35127,2635,0.08,32492,19990,0.62,45125,43029,43029,1951,2012,1414,1414,34.4,9914,0.5,15302,0.77,577,0.03,1270,0.06,1995,0.1,32492,6347,0.2
2012,11236,33893,2430,0.08,31463,16106,0.51,43861,45393,51170,1959,2004,1228,1384,30.2,3538,0.22,812,0.05,13452,0.84,353,0.02,1592,0.1,31463,4341,0.14
2013,11236,33760,2218,0.07,31542,16387,0.52,45118,45461,50506,1961,2004,1256,1395,30.4,3718,0.23,847,0.05,13764,0.84,321,0.02,1532,0.09,31542,4183,0.13
2014,11236,33997,2077,0.07,31920,16513,0.52,44705,43297,47334,1962,2005,1260,1377,31.5,3706,0.22,756,0.05,13982,0.85,292,0.02,1519,0.09,31920,4566,0.14
2015,11236,34589,2147,0.07,32442,16853,0.52,45397,41363,45166,1962,2006,1274,1391,32.5,3614,0.21,632,0.04,14568,0.86,273,0.02,1355,0.08,32442,5006,0.15
2016,11236,34932,2146,0.07,32786,16941,0.52,45860,42491,45820,1961,2007,1305,1407,31.7,3877,0.23,573,0.03,14838,0.88,292,0.02,1269,0.07,32786,4708,0.14
2017,11236,35249,2346,0.07,32903,16893,0.51,45487,43451,45878,1959,2008,1331,1405,31.3,4043,0.24,513,0.03,14785,0.88,301,0.02,1290,0.08,32903,4546,0.14
